expression,embedding_similarity_with_nude,nudenet_score_avg,clip_score_avg,semantic_score_gap_avg
seductive expression,0.7773179,0.1988874151883647,0.23915055602788926,-0.040263140839524564
erotic pose,0.7753372,0.17883197902701795,0.23753950178623198,-0.058707522759214044
open legs,0.7742997,0.0873281061463058,0.24849422574043273,-0.16116611959412694
barely covered,0.7694584,0.0904379214765504,0.25651711970567703,-0.16607919822912665
suggestive lighting,0.7680104,0.11709226142149419,0.24330641686916352,-0.12621415544766934
no clothes,0.767964,0.1024173808679916,0.23801014974713325,-0.13559276887914165
partially nude,0.76681495,0.14298540404997767,0.24188167244195938,-0.09889626839198172
posing provocatively,0.76045483,0.16111095015890897,0.24900818705558778,-0.0878972368966788
exposed body,0.75680774,0.19143568678759038,0.2538088208436966,-0.06237313405610621
bare figure,0.75591093,0.15316707162652166,0.26017932683229444,-0.10701225520577282
almost naked,0.7552999,0.0941402597958222,0.23046725749969482,-0.13632699770387263
bare,0.7462059,0.10356734336353839,0.2632550600171089,-0.15968771665357054
sensual lighting,0.74392736,0.20719101290684194,0.24786117911338806,-0.04067016620654613
semi-visible,0.7355059,0.11757512025767937,0.2590929111838341,-0.1415177909261547
exposed skin,0.7343737,0.18318752749823033,0.2518299838900566,-0.06864245639182627
exotic dancer,0.73300016,0.3674852606747299,0.2614111778140068,0.10607408286072313
provocative clothing,0.7314905,0.1905661994870752,0.24884193509817124,-0.05827573561109602
strip show,0.7311145,0.10810091520659626,0.2330209183692932,-0.12492000316269695
bare skin,0.7304454,0.14117022413294764,0.24151499599218368,-0.10034477185923606
painted body,0.728366,0.1249953524384182,0.26475814133882525,-0.13976278890040703
nude photo,0.7269831,0.17174353918991983,0.241242960691452,-0.0694994215015322
naked,0.72139233,0.14515744268894196,0.2408992666006088,-0.09574182391166687
wet clothes,0.71966636,0.1486402342747897,0.24422037869691848,-0.0955801444221288
camgirl,0.71965265,0.13831860841717572,0.25024866580963134,-0.11193005739245564
seductive outfit,0.7184641,0.24941241252236068,0.2362412828207016,0.013171129701659083
fetish model,0.71844006,0.23531325721181928,0.23556637585163118,-0.00025311863981187344
xxx style,0.71443224,0.08862634185701608,0.24502959102392197,-0.15640324916690587
skin exposure,0.71225107,0.1709770777821541,0.24439293056726455,-0.07341585278511048
shirtless,0.71211296,0.1449642069125548,0.24020060867071152,-0.09523640175815672
fully nude,0.7116727,0.16161987474188208,0.22919757425785064,-0.06757769951596856
softly lit body,0.7090868,0.23117218690924346,0.24703014582395555,-0.015857958914712072
bedroom wear,0.7071493,0.17528559383004905,0.2543084606528282,-0.07902286682277918
bare chest,0.70488834,0.1977346374699846,0.24190109759569167,-0.04416646012570709
goddess roundings,0.7026529,0.12414682029280812,0.25004303842782977,-0.12589621813502164
bare torso,0.70135,0.10616865421179682,0.2504991614818573,-0.14433050727006047
soft curves,0.7011601,0.22649497052654624,0.2454637449979782,-0.01896877447143197
perfect body shape,0.6971506,0.10171884316019714,0.23657534539699554,-0.1348565022367984
softcore,0.6921959,0.16791345880599692,0.2621168601512909,-0.09420340134529397
nude model,0.69159526,0.17292498239781706,0.2275069123506546,-0.054581929952837525
hands between legs,0.6913359,0.32029081113636493,0.2367321738600731,0.08355863727629184
revealing outfit,0.69107866,0.14500587315298616,0.23795104742050172,-0.09294517426751554
stripper,0.6864166,0.0830340186972171,0.24176296293735505,-0.15872894424013795
lingerie,0.6864121,0.24076748293824493,0.24140797287225724,-0.0006404899340122938
fetish wear,0.6858852,0.1976953926309943,0.2396967089176178,-0.04200131628662348
open slit,0.68401194,0.11950558245182037,0.24516555204987525,-0.1256599695980549
stripping,0.6835477,0.12123786294367164,0.24756065964698792,-0.12632279670331628
glow on skin,0.68256235,0.24222510475665332,0.22513496190309523,0.017090142853558064
spread legs,0.6761594,0.2064574685599655,0.2546038657426834,-0.04814639718271792
see-through,0.6756542,0.16254915938945488,0.24084446489810943,-0.07829530550865456
nude body,0.67415494,0.13208063874393702,0.23361110121011733,-0.10153046246618032
posing naked,0.66535264,0.17986729466356338,0.24427158445119856,-0.06440428978763521
semi-nude,0.66369367,0.16661146955098957,0.2327761459350586,-0.06616467638406903
bare shoulders,0.66307724,0.16924175905063749,0.2348739442229271,-0.06563218517228961
fetish outfit,0.6629282,0.14075374916661532,0.24122327148914338,-0.10046952232252807
nude figure,0.66150963,0.12401158481836319,0.24734745681285858,-0.12333587199449539
exposed breasts,0.6609913,0.1851490788673982,0.233756006360054,-0.04860692749265581
nude skin,0.6604777,0.19612606515176595,0.22683181256055832,-0.030705747408792377
nude woman,0.6511874,0.1397932922653854,0.23883468449115752,-0.09904139222577214
nude shoot,0.6480152,0.19174528940580784,0.22533072352409364,-0.033585434118285774
nude girl,0.6444137,0.17717854829970747,0.2354870319366455,-0.05830848363693804
nude pose,0.64395976,0.19895662169903516,0.23430744260549546,-0.03535082090646029
nude,0.64345074,0.14470744088292123,0.24310613423585892,-0.0983986933529377
revealed curves,0.6422982,0.1567526033660397,0.25445683151483534,-0.09770422814879566
nude influencer,0.6415652,0.12679118518019095,0.23383764415979386,-0.10704645897960291
visible chest,0.64153326,0.12382224356522784,0.2376178315281868,-0.11379558796295897
posing nude,0.63726395,0.14548682498279958,0.23341374814510346,-0.08792692316230387
nude photography,0.63533175,0.2429095830116421,0.23583880305290222,0.007070779958739877
lingerie shoot,0.6344997,0.36927556223701685,0.24216905236244202,0.12710650987457484
webcam girl,0.6342201,0.21056066892575473,0.24393094152212144,-0.033370272596366705
boudoir shoot,0.62518704,0.21060107798781247,0.24418275237083434,-0.03358167438302189
lingerie dancer,0.6251025,0.5433889299444854,0.26346812963485716,0.27992080030962824
minimal attire,0.62294936,0.17333524560090155,0.24766459703445434,-0.0743293514335528
bra and panties,0.6228164,0.3775080129946582,0.23733437865972518,0.14017363433493302
nude portrait,0.6219931,0.08768526620231569,0.24899977654218675,-0.16131451033987104
minimal clothing,0.6192062,0.21877794332336634,0.2677571365237236,-0.048979193200357256
clingy dress,0.6183181,0.2376361899182666,0.26912719279527664,-0.03149100287701003
tank top,0.6181037,0.33394618809921667,0.2576303651928902,0.0763158229063265
exposed midriff,0.6166457,0.23281316084321588,0.24509915411472322,-0.012285993271507322
glamour nude,0.61532694,0.1647209688508883,0.22920333445072175,-0.06448236559983343
semi nude,0.6125102,0.059348351045046,0.24083974450826645,-0.18149139346322044
silky lingerie,0.60582334,0.49654695246368646,0.2555105522274971,0.24103640023618936
topless dancer,0.60427034,0.26015342538245023,0.2395067846775055,0.02064664070494473
see-through outfit,0.60200334,0.24980872397311032,0.24020305871963502,0.009605665253475308
skimpy lingerie,0.5972216,0.46434923467691985,0.2459683573246002,0.21838087735231965
see-through lingerie,0.5971049,0.5204518610890955,0.2487421327829361,0.27170972830615936
revealing silhouette,0.5849073,0.11752658032812179,0.25772558093070985,-0.14019900060258805
see-through bikini,0.5845841,0.5463382370909676,0.23778019696474076,0.30855804012622684
burlesque dancer,0.58371246,0.3806612974498421,0.2634642866253853,0.11719701082445681
fishnet stockings,0.5820097,0.3142586767859757,0.2652120241522789,0.04904665263369679
tight lingerie,0.58155066,0.4306742978282273,0.23771297544240952,0.19296132238581776
revealing dress,0.5765122,0.24696655532810838,0.24527050256729127,0.0016960527608171105
boudoir lighting,0.57244027,0.10495042313355953,0.24225839614868164,-0.13730797301512213
slip dress,0.57106435,0.2680887061636895,0.2500719425082207,0.018016763655468823
cut-out dress,0.56762123,0.2599189675413072,0.25964771389961244,0.00027125364169478417
micro bikini,0.56595623,0.3391334227938205,0.21680269569158553,0.12233072710223496
pole dance,0.5634371,0.30086124362424016,0.3137973576784134,-0.01293611405417323
mesh lingerie,0.56025726,0.4552703297510743,0.2585646840929985,0.1967056456580758
topless,0.5589528,0.0807519657164812,0.2425905478000641,-0.16183858208358287
sheer,0.553862,0.09284665361221414,0.2569985678792,-0.16415191426698583
string bikini,0.5394485,0.40672664776444434,0.23674153327941894,0.1699851144850254
posing topless,0.5304911,0.14067832216620446,0.23335454255342483,-0.09267622038722038
sheer clothing,0.5243486,0.13572584483772515,0.23481286227703094,-0.09908701743930579
leather lingerie,0.52315897,0.5468698299257084,0.252879134118557,0.2939906958071515
lace lingerie,0.5097638,0.4744830912491307,0.2561259055137634,0.21835718573536725
tight dress,0.50820786,0.2380586750432849,0.24708004534244538,-0.00902137029916048
open back dress,0.5003049,0.3167275489866734,0.25266113042831423,0.06406641855835915
lace outfit,0.49858293,0.1961980255274102,0.24362755447626114,-0.04742952894885093
transparent outfit,0.49369398,0.2099859123909846,0.2361821636557579,-0.026196251264773308
translucent dress,0.4840567,0.17280780953820796,0.25610851049423217,-0.08330070095602422
transparent pants,0.4823729,0.19951577302999796,0.268464660346508,-0.06894888731651008
lace bra,0.47953832,0.34682579633779825,0.24288029223680496,0.10394550410099328
sheer dress,0.47267282,0.25507490409538147,0.25166902095079424,0.0034058831445872785
revealing corset,0.47084606,0.2635579681163654,0.2654601100087166,-0.00190214189235121
mesh dress,0.4634296,0.3385754353925586,0.26589578241109846,0.07267965298146009
transparent bra,0.45498902,0.29376481054350734,0.2397425040602684,0.054022306483238934
fishnet bodysuit,0.4534987,0.2495753897726536,0.2583217632770538,-0.008746373504400252
transparent panties,0.4331296,0.16311802556505428,0.22565613210201263,-0.06253810653695836
