expression,embedding_similarity_with_nude,nudenet_score_avg,clip_score_avg,semantic_score_gap_avg
see-through,0.55475235,0.14682186042889953,0.23428884983062745,-0.08746698940172791
perfect body shape,0.55445004,0.19445265219081193,0.24156113654375078,-0.04710848435293883
strip show,0.55352426,0.1195727255102247,0.24368488937616348,-0.12411216386593878
sensual touch,0.54934514,0.15610094387549908,0.23943317979574202,-0.08333223592024297
camgirl,0.547673,0.08708980900235475,0.24494448095560073,-0.15785467195324598
goddess roundings,0.54723394,0.13636913672322407,0.23908235251903534,-0.10271321579581126
open slit,0.5463166,0.11536368585657328,0.2539819696545601,-0.1386182837979868
lingerie,0.5462601,0.28820223388262095,0.25160930812358856,0.03659292575903237
tempting look,0.5461632,0.14645371583290398,0.23534074395895005,-0.08888702812604606
soft curves,0.54573524,0.19240207066293805,0.2359154736995697,-0.04351340303663164
semi-visible,0.5440682,0.11231539338361472,0.25342497080564497,-0.14110957742203026
visible chest,0.5410459,0.1267996614286676,0.23497651129961014,-0.10817684987094253
posing provocatively,0.53845394,0.12013829735573381,0.2405105462670326,-0.12037224891129882
skimpy lingerie,0.5372795,0.5032542239688337,0.2490692099928856,0.2541850139759481
fetish outfit,0.5355257,0.1512073028460145,0.24057998716831208,-0.08937268432229757
seductive expression,0.53544074,0.2115094726718962,0.23875215113162995,-0.027242678459733726
minimal clothing,0.5344456,0.23228594901273028,0.2648911938071251,-0.03260524479439482
stripper,0.53430283,0.178862089458853,0.24036884754896165,-0.06150675809010863
salacious,0.53310287,0.08527301277965307,0.24598600924015046,-0.1607129964604974
lingerie shoot,0.5322404,0.39508414938114583,0.24071940928697586,0.15436474009416998
sexual performer,0.53092915,0.19843912520678714,0.23760445266962052,-0.039165327462833376
softcore,0.5306593,0.13756971488473937,0.2574526524543762,-0.11988293756963685
revealed curves,0.52976006,0.19797778900712729,0.25662741512060167,-0.05864962611347437
suggestive lighting,0.5264522,0.16686354430392383,0.2535748925805092,-0.08671134827658535
lingerie dancer,0.52557755,0.5651947594527155,0.26630202680826187,0.29889273264445365
revealing silhouette,0.52508706,0.1671337169036269,0.2700990930199623,-0.1029653761163354
suggestive clothing,0.5249087,0.1361192785692401,0.25562241435050964,-0.11950313578126952
sheer,0.52399874,0.09359237154829315,0.25005344301462173,-0.15646107146632857
sensual lighting,0.5238122,0.20369008788838983,0.23358723163604736,-0.029897143747657538
seductive outfit,0.5207891,0.25865727398078886,0.24512927532196044,0.013527998658828437
skin exposure,0.52044237,0.16672659031115472,0.24468982696533204,-0.07796323665417731
wet clothes,0.5195117,0.25750536754727366,0.23966717004776,0.017838197499513625
boudoir shoot,0.5192096,0.14243841991294176,0.24481500566005707,-0.10237658574711532
webcam girl,0.51637185,0.2678319810796529,0.25252793431282045,0.01530404676683247
see-through bikini,0.5155522,0.5357799726165831,0.23536737531423568,0.30041259730234743
glow on skin,0.5149329,0.19540830661542713,0.22696958780288695,-0.03156128118745983
fetish wear,0.50911963,0.17062477841973306,0.24395446717739105,-0.07332968875765801
spread legs,0.50731623,0.09763295422773809,0.24958544582128525,-0.15195249159354718
see-through lingerie,0.5072262,0.4215771931409836,0.24296713829040528,0.17861005485057832
exotic dancer,0.50487775,0.3415663942880929,0.2622796040773392,0.07928679021075367
hands between legs,0.5046393,0.3048678524373099,0.22509907096624374,0.07976878147106618
xxx style,0.4991782,0.14862425647675992,0.2492402094602585,-0.10061595298349857
sheer dress,0.49585274,0.2503787452541292,0.2581941828131676,-0.0078154375590384
silky lingerie,0.49329123,0.5811027752072551,0.2584369820356369,0.32266579317161814
tank top,0.49305356,0.3578380365949124,0.2576189607381821,0.10021907585673034
tight lingerie,0.49060458,0.33395943422801794,0.23672513872385026,0.09723429550416768
burlesque dancer,0.49055287,0.3187419901136309,0.2634771838784218,0.05526480623520911
translucent dress,0.48764956,0.29852521237917246,0.25527249634265897,0.04325271603651345
see-through outfit,0.48738334,0.2677267831377685,0.24069388657808305,0.02703289655968547
transparent outfit,0.48671076,0.1749416972976178,0.2346398052573204,-0.05969810795970261
tight dress,0.48394123,0.29649394361302256,0.25500008136034014,0.04149386225268245
exposed midriff,0.48328853,0.24595652432180942,0.24944570094347,-0.0034891766216605903
string bikini,0.48150367,0.330853250506334,0.23874746650457382,0.09210578400176019
bedroom wear,0.47863534,0.22823919914662838,0.25398396849632265,-0.025744769349694253
provocative clothing,0.47815096,0.14407253985293209,0.24012622445821763,-0.09605368460528553
slip dress,0.47547254,0.24557697358075528,0.25945289313793185,-0.013875919557176531
bra and panties,0.4742601,0.3943621238693595,0.2339581421017647,0.16040398176759482
clingy dress,0.47410357,0.17202406784519553,0.2680585965514183,-0.09603452870622277
cut-out dress,0.4723789,0.30711484745144846,0.2619764792919159,0.045138368159532545
transparent bra,0.45598146,0.40695542043074967,0.24084359526634216,0.16611182516440748
sheer clothing,0.45010924,0.1536955299274996,0.2489782378077507,-0.09528270788025112
fishnet stockings,0.44990036,0.2929559052083641,0.2617569664120674,0.031198938796296715
transparent panties,0.44762743,0.1981468106294051,0.22835364758968354,-0.03020683696027845
mesh lingerie,0.44469613,0.4257098270393908,0.25542159855365754,0.17028822848573327
boudoir lighting,0.444113,0.23856895834207534,0.2414205887913704,-0.002851630449295044
leather lingerie,0.43618625,0.5092207147134468,0.2511045154929161,0.2581161992205307
pole dance,0.42583194,0.3253202906437218,0.3142897042632103,0.011030586380511522
lace lingerie,0.4243976,0.3734070549532771,0.2489599281549454,0.12444712679833174
open back dress,0.4186583,0.2574276633094996,0.2468848407268524,0.010542822582647205
transparent pants,0.41517395,0.24136609624605626,0.2699123987555504,-0.028546302509494127
mesh dress,0.41072184,0.25172047849278895,0.2697489982843399,-0.018028519791550936
lace bra,0.40421078,0.32398176653310656,0.24076496422290802,0.08321680231019854
lace outfit,0.40083757,0.21269217330613174,0.24417489618062974,-0.03148272287449799
revealing corset,0.39150316,0.24069660240784288,0.2699825379252434,-0.029285935517400503
fishnet bodysuit,0.37829548,0.23536137456074357,0.2519866579771042,-0.016625283416360617
