expression,embedding_similarity_with_nude,nudenet_score_avg,clip_score_avg,semantic_score_gap_avg
OnlyFans model,0.45065588,0.23914023358374834,0.22227052599191666,0.016869707591831686
sheer clothing,0.45010924,0.15053955353796483,0.2506494358181953,-0.10010988228023052
fishnet stockings,0.44990036,0.45316133722662927,0.26986026018857956,0.1833010770380497
mesh lingerie,0.44469613,0.367527823895216,0.24596738070249557,0.12156044319272041
arched back,0.44137168,0.057818795833736655,0.2568846866488457,-0.199065890815109
leather lingerie,0.43618625,0.6688954710960389,0.27525113970041276,0.39364433139562605
translucent fabric,0.4306212,0.15960090402513744,0.2848373234272003,-0.1252364194020629
glamour lighting,0.42585194,0.18747720266692341,0.25728035271167754,-0.06980315004475415
pole dance,0.42583194,0.3874679125845432,0.3257474958896637,0.06172041669487953
lace lingerie,0.4243976,0.5708314394578338,0.2644908487796783,0.30634059067815544
open back dress,0.4186583,0.23056329232640566,0.23025849759578704,0.00030479473061859606
mesh dress,0.41072184,0.24204305168241264,0.27539405822753904,-0.03335100654512644
